Impact ID,Gauge,RLOI_ID,Value,Units,ThresholdComment,Short Name,Description,Type,ObsFloodYear,ObsFloodMonth,Source,Longitude,Latitude
908,River Don at Doncaster,8067,3.05,mALD,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL,,
909,River Don at Doncaster,8067,4.8,mALD,Peak Level - 22 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
910,River Don at Doncaster,8067,5.17,mALD,Peak Level - 07 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL,,
911,River Don at Doncaster,8067,5.56,mALD,Peak Level - 16 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
912,River Don at Doncaster,8067,5.65,mALD,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
913,River Don at Doncaster,8067,6.3,mALD,Peak Level - 26 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
914,River Don at Doncaster,8067,6.25,mALD,"The first area to be affected will be Frank Road adjacent to
Swaith Dike",Property flooding Frank Road,"Property flooding on Frank Road, Doncaster",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.143442,53.534732
915,River Don at Doncaster,8067,6.25,mALD,The first area to be affected will be Askern Road,Property flooding Askern Road,"Property flooding Askern Road, Doncaster",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.150244,53.557989
916,River Don at Kirk Bramwith,8242,4.69,mALD,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
917,River Don at Kirk Bramwith,8242,6.48,mALD,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
918,River Don at Kirk Bramwith,8242,6.77,mALD,Peak Level - 22 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
919,River Don at Kirk Bramwith,8242,7.15,mALD,Peak Level - 07 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL,,
920,River Don at Kirk Bramwith,8242,7.47,mALD,Peak Level - 16 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
921,River Don at Kirk Bramwith,8242,7.55,mALD,Peak Level - 26 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
922,River Don at Kirk Bramwith,8242,6.8,mALD,"Balne Properties begin to flood in this area when the gauge records a
level above 6.8m",Property flooding Balne,"Property flooding at Balne, Goole",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.108499,53.661999
923,River Don at Kirk Bramwith,8242,7,mALD,"Properties begin to flood in Thorpe in Balne when the gauge
records a level above 7.0.",Property flooding Thorpe in Balne,"Property flooding at Thorpe in Balne, Doncaster",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.100262,53.591709
924,River Don at Kirk Bramwith,8242,7.15,mALD,"South bramwith Properties begin to flood in this area when the gauge records a
level above 7.15",Property flooding South Bramwith,"Property flooding at South Bramwith, Doncaster",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.062067,53.595444
925,River Don at Fishlake,8259,6.46,mALD,Peak Level - 07 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL,,
926,Charlton Brook at High Green,8318,0.86,mALD,Peak Level on 8th August 2014,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2014,August,EMERGENCY RESPONSE PROCEDURES MANUAL,,
927,Charlton Brook at High Green,8318,1.27,mALD,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
928,Charlton Brook at High Green,8318,1.56,mALD,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
929,Charlton Brook at High Green,8318,0.91,mALD,"Chapeltown to North Ecclesfield Properties begin to flood in this area when the gauge records a
level of 0.91m.",Property flooding Chapeltown,"Property flooding at Chapeltown, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.477227,53.466762
930,Whitley Brook at Ecclesfield Morrisons,9035,1.13,mALD,Peak Level - 25 August 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,August,EMERGENCY RESPONSE PROCEDURES MANUAL,,
931,Whitley Brook at Ecclesfield Morrisons,9035,1.77,mALD,"Peak Level - 15 June 2007 (in-screen reading). 1 property flooded - 234 The
Common, Ecclesfield S35 9WN.",Property flooding The Common,"Property flooding on The Common, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.460257,53.443498
932,Whitley Brook at Ecclesfield Morrisons,9035,1.44,mALD,"Properties begin to flood in this area when the gauge records a
level of 1.44m",Property flooding Ecclesfield,"Property flooding at Ecclesfield, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.466562,53.442463
933,Blackburn Brook at Sheffield Blackburn,8341,2.1,mALD,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
934,Blackburn Brook at Sheffield Blackburn,8341,2.65,mALD,Peak Level - 06 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL,,
935,Blackburn Brook at Sheffield Blackburn,8341,3.15,mALD,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
936,Blackburn Brook at Sheffield Blackburn,8341,3.46,mALD,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
937,Blackburn Brook at Sheffield Wincobank,8261,1.99,mALD,Peak Level - 06 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL,,
938,Blackburn Brook at Sheffield Wincobank,8261,2,mALD,"Ecclesfield to Wincobank Properties begin to flood in this area when the gauge records a
level of 2.00",Property flooding Wincobank,"Property flooding at Wincobank, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.431451,53.412164
939,River Sheaf at Dore Twenty Well Lane,8299,0.91,mALD,Peak Level - 15 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
940,River Sheaf at Dore Twenty Well Lane,8299,1.06,mALD,Peak Level - 25 August 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,August,EMERGENCY RESPONSE PROCEDURES MANUAL,,
941,River Sheaf at Dore Twenty Well Lane,8299,1.77,mALD,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
942,River Sheaf at Dore Twenty Well Lane,8299,2.25,mALD,"Dore
Station Properties begin to flood in this area when the gauge records a
level above 2.25",Property flooding Dore train station,Property flooding at Dore train station,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.515482,53.327669
943,River Sheaf at Dore Twenty Well Lane,8299,2.7,mALD,"Abbeydale to Archer Road, Norton Hammer Properties begin to flood in this area when the gauge records a
level above 2.70.",Property flooding Norton Hammer,"Property flooding at Norton Hammer, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.485231,53.352048
944,River Sheaf at Dore Twenty Well Lane,8299,3.95,mALD,A property on Abbeydale Road South will flood,Property flooding Abbeydale South,"Property flooding on Abbeydale South, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.513467,53.333346
945,River Sheaf at Sheffield Centenary Works,8308,0.61,mALD,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL,,
946,River Sheaf at Sheffield Centenary Works,8308,1.11,mALD,Peak Level - 25 November 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL,,
947,River Sheaf at Sheffield Centenary Works,8308,1.17,mALD,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
948,River Sheaf at Sheffield Centenary Works,8308,1.21,mALD,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
949,River Sheaf at Sheffield Centenary Works,8308,1.56,mALD,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
950,River Sheaf at Sheffield Centenary Works,8308,1.71,mALD,"Coniston Road, Norton Hammer Properties begin to flood in this area when the gauge records a
level above 1.43",Property flooding Coniston Road,"Property flooding on Coniston Road, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.48478,53.354901
951,River Sheaf at Sheffield Centenary Works,8308,1.71,mALD,"Broadfield Road and London Road South Properties begin to flood in this area when the gauge records a
level above 1.71.",Property flooding London Road,"Property flooding on London Road, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.472375,53.364355
952,River Sheaf at Sheffield Centenary Works,8308,1.71,mALD,"Broadfield Road and London Road South Properties begin to flood in this area when the gauge records a
level above 1.71.",Property flooding Broadfield Road,"Property flooding on Broadfield Road, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.477555,53.359586
953,River Sheaf at Sheffield Centenary Works,8308,2,mALD,"Saxon
Road, Myrtle Bridge and Queens Road Retail Park Properties begin to flood in the flood warning areas above when
the gauge records a level above 2.00.",Property flooding Saxon Road,"Property flooding on Saxon Road, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.47537,53.359872
954,River Sheaf at Sheffield Centenary Works,8308,2,mALD,"Saxon
Road, Myrtle Bridge and Queens Road Retail Park Properties begin to flood in the flood warning areas above when
the gauge records a level above 2.00.",Property flooding Myrtle Bridge,"Property flooding at Myrtle Bridge, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.468226,53.364537
955,River Sheaf at Sheffield Centenary Works,8308,2.17,mALD,"Nether Edge end of Broadfield Road Properties begin to flood in this area when the gauge records a
level above 2.17.",Property flooding Broadfield Road,"Property flooding on Broadfield Road, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.477555,53.359586
956,River Sheaf at Sheffield Centenary Works,8308,2.3,mALD,"Woodseats Road, Norton Hammer to Charlotte Road, Lowfield Properties begin to flood in this area when the gauge records a
level above 2.30",Property flooding Woodseats Road,"Property flooding on Woodseats Road, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.483803,53.349607
957,River Sheaf at Sheffield Centenary Works,8308,2.95,mALD,"Buttermere Close, Norton Hammer Properties begin to flood in this area when the gauge records a
level above 2.95 to 3.60",Property flooding Buttermere Close,"Property flooding on Buttermere Close, Norton Hammer",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.487521,53.350819
958,River Sheaf at Highfield,8099,0.82,mALD,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL,,
959,River Sheaf at Highfield,8099,1.12,mALD,Peak Level - 16 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
960,River Sheaf at Highfield,8099,1.59,mALD,Peak Level - 27 April 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,April,EMERGENCY RESPONSE PROCEDURES MANUAL,,
961,River Sheaf at Highfield,8099,1.74,mALD,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
962,River Sheaf at Highfield,8099,2.07,mALD,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
963,River Sheaf at Highfield,8099,2.23,mALD,Peak Level - June 1982,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,1982,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
964,River Sheaf at Highfield,8099,2.34,mALD,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
965,River Sheaf at Highfield,8099,2.97,mALD,"Priestley Street, Duchess Street and Sheaf Gardens Properties begin to flood in this area when the gauge records a
level above 2.97",Property flooding Priestley Street,"Property flooding on Priestley Street, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.464992,53.370475
966,River Sheaf at Highfield,8099,2.97,mALD,"Priestley Street, Duchess Street and Sheaf Gardens Properties begin to flood in this area when the gauge records a
level above 2.98",Property flooding Duchess Road,"Property flooding on Duchess Road, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.465339,53.372195
967,River Sheaf at Highfield,8099,3.3,mALD,"Porter Brook at Ponds Forge and Victoria Quay Properties begin to flood in the warning areas above when the
gauge records a level above 3.30.",Property flooding Victoria Quays,"Property flooding on Victoria Quays, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.45933,53.384979
968,River Sheaf at Highfield,8099,3.47,mALD,"Porter Brook at Effingham Street, Park Square and Victoria Quay Properties begin to flood in the warning areas above when the
gauge records a level above 3.47",Property flooding Effingham Street,"Property flooding on Effingham Street, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.455282,53.388459
969,River Sheaf at Highfield,8099,3.3,mALD,"Flooding of properties on Leadmill Road, Leadmill Street,
Mortimer Street, Suffolk Road and Cross Turner Street.",Property flooding Leadmill Road,"Property flooding on Leadmill Road, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.464986,53.375744
970,River Sheaf at Highfield,8099,3.3,mALD,"Flooding of properties on Leadmill Road, Leadmill Street,
Mortimer Street, Suffolk Road and Cross Turner Street.",Property flooding Leadmill Street,"Property flooding on Leadmill Street, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.466017,53.375562
971,River Sheaf at Highfield,8099,3.3,mALD,"Flooding of properties on Leadmill Road, Leadmill Street,
Mortimer Street, Suffolk Road and Cross Turner Street.",Property flooding Mortimer Street,"Property flooding on Mortimer Street, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.465652,53.375011
972,River Sheaf at Highfield,8099,3.3,mALD,"Flooding of properties on Leadmill Road, Leadmill Street,
Mortimer Street, Suffolk Road and Cross Turner Street.",Property flooding Suffolk Road,"Property flooding on Suffolk Road, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.46329,53.375203
973,River Sheaf at Highfield,8099,3.3,mALD,"Flooding of properties on Leadmill Road, Leadmill Street,
Mortimer Street, Suffolk Road and Cross Turner Street.",Property flooding Cross Turner Street,"Property flooding on Cross Turner Street, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.463054,53.376271
974,River Sheaf at Highfield,8099,3.3,mALD,"Overtopping of left bank upstream of Sheaf Screen (due to high
flows) will flood properties on Blonk Street, Exchange Street,
Wharfe Street, Malting Lane and Furnival Road. (57 Properties)",Property flooding Blonk Street,"Property flooding on Blonk Street, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.461999,53.385401
975,River Sheaf at Highfield,8099,3.3,mALD,"Overtopping of left bank upstream of Sheaf Screen (due to high
flows) will flood properties on Blonk Street, Exchange Street,
Wharfe Street, Malting Lane and Furnival Road. (57 Properties)",Property flooding Exchange Street,"Property flooding on Exchange Street, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.462297,53.384338
976,River Sheaf at Highfield,8099,3.3,mALD,"Overtopping of left bank upstream of Sheaf Screen (due to high
flows) will flood properties on Blonk Street, Exchange Street,
Wharfe Street, Malting Lane and Furnival Road. (57 Properties)",Property flooding Wharfe Street,"Property flooding on Wharfe Street, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.460324,53.384163
977,River Sheaf at Highfield,8099,3.3,mALD,"Overtopping of left bank upstream of Sheaf Screen (due to high
flows) will flood properties on Blonk Street, Exchange Street,
Wharfe Street, Malting Lane and Furnival Road. (57 Properties)",Property flooding Furnival Road,"Property flooding on Furnival Road, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.459658,53.386256
978,River Sheaf at Highfield,8099,3.47,mALD,"Overtopping of left bank upstream of Sheaf Screen (due to high
flows) will flood properties on Farm Road, Queens Road,
Cromford Street, Clough Road, Rowsley Street and Edmund
Road. (73 properties)",Property flooding Farm Road,"Property flooding on Farm Road, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.462443,53.373794
979,River Sheaf at Highfield,8099,3.47,mALD,"Overtopping of left bank upstream of Sheaf Screen (due to high
flows) will flood properties on Farm Road, Queens Road,
Cromford Street, Clough Road, Rowsley Street and Edmund
Road. (73 properties)",Property flooding Queens Road,"Property flooding on Queens Road, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.466598,53.367739
980,River Sheaf at Highfield,8099,3.47,mALD,"Overtopping of left bank upstream of Sheaf Screen (due to high
flows) will flood properties on Farm Road, Queens Road,
Cromford Street, Clough Road, Rowsley Street and Edmund
Road. (73 properties)",Property flooding Cromford Street,"Property flooding on Cromford Street, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.466144,53.371705
981,River Sheaf at Highfield,8099,3.47,mALD,"Overtopping of left bank upstream of Sheaf Screen (due to high
flows) will flood properties on Farm Road, Queens Road,
Cromford Street, Clough Road, Rowsley Street and Edmund
Road. (73 properties)",Property flooding Clough Road,"Property flooding on Clough Road, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.465859,53.372255
982,River Sheaf at Highfield,8099,3.47,mALD,"Overtopping of left bank upstream of Sheaf Screen (due to high
flows) will flood properties on Farm Road, Queens Road,
Cromford Street, Clough Road, Rowsley Street and Edmund
Road. (73 properties)",Property flooding Rowsley Street,"Property flooding on Rowsley Street, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.465945,53.371426
983,River Sheaf at Sheffield Sheaf Screen,9040,1.72,mALD,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL,,
984,River Sheaf at Sheffield Sheaf Screen,9040,1.92,mALD,Peak Level - July 2006,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2006,July,EMERGENCY RESPONSE PROCEDURES MANUAL,,
985,River Sheaf at Sheffield Sheaf Screen,9040,2.06,mALD,Peak Level - 16 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL,,
986,River Sheaf at Sheffield Sheaf Screen,9040,2.61,mALD,Peak Level - 27 April 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,April,EMERGENCY RESPONSE PROCEDURES MANUAL,,
987,River Sheaf at Sheffield Sheaf Screen,9040,2.81,mALD,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
988,River Sheaf at Sheffield Sheaf Screen,9040,3.02,mALD,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
989,River Sheaf at Sheffield Sheaf Screen,9040,3.27,mALD,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
990,Porter Brook at Sheffield Oakbrook Road,8339,0.61,mALD,Peak Level - 06 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL,,
991,Porter Brook at Sheffield Oakbrook Road,8339,1.36,mALD,"Rosedale Gardens and Bruce Road in Sharrow Vale Properties begin to flood in the flood warning areas above when
the gauge records a level above 1.36.",Property flooding Rosedale Gardens,"Property flooding on Rosedale Gardens, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.494612,53.36854
992,Porter Brook at Sheffield Oakbrook Road,8339,1.36,mALD,"Rosedale Gardens and Bruce Road in Sharrow Vale Properties begin to flood in the flood warning areas above when
the gauge records a level above 1.36.",Property flooding Bruce Road,"Property flooding on Bruce Road, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.495538,53.368495
993,Porter Brook at Sheffield Oakbrook Road,8339,1.54,mALD,"Meadow Terrace to Boston Street, Sharrow Vale Properties begin to flood in the flood warning areas above when
the gauge records a level above 1.54",Property flooding Meadow Terrace,"Property flooding on Meadow Terrace, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.498539,53.367921
994,Porter Brook at Sheffield Oakbrook Road,8339,1.68,mALD,"Sheaf Square in Sheffield Properties begin to flood in this area when the gauge records a
level above 1.68.",Property flood Sheaf Square,"Property flood on Sheaf Square, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.463554,53.377971
995,Porter Brook at Sheffield Oakbrook Road,8339,1.79,mALD,"Ponds Forge and Victoria Quay Properties begin to flood in the flood warning areas above when
the gauge records a level above 1.79.",Property flooding Victoria Quays,"Property flooding on Victoria Quays, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.45933,53.384979
996,Porter Brook at Sheffield Oakbrook Road,8339,1.79,mALD,"central bus station, Sheffield Properties begin to flood in this area when the gauge records a
level above 1.79",Property flooding Sheffield,Property flooding at Sheffield (centre),Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.466495,53.394691
997,Porter Brook at Sheffield Station,8340,0.23,mALD,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL,,
998,Porter Brook at Sheffield Station,8340,0.26,mALD,Peak Level - 10 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL,,
999,Porter Brook at Sheffield Station,8340,1.56,mALD,"Granville Square to Commercial Street Properties begin to flood in this area when the gauge records a
level above 1.56",Property flooding Commercial Street,"Property flooding on Commercial Street, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL,-1.462121,53.382832
