Impact ID,Gauge,RLOI_ID,Value,Units,"Gaugelocation (Longtitude, Latitude)","Location (Longtitude, Latitude)",ThresholdComment,Short Name,Description,Type,ObsFloodYear,ObsFloodMonth,Source
19,Brough Beck at Catterick Village,8284,1.3,mALD,,"-1.733607,54.374938","Aug 2012 Approx. 15 properties flooded in Essex Close, Bedford
Close, Warwick Close and Rutland Close. The entire ground floor of two buildings
flooded in Catterick Garrison barracks. Properties flooded from surface water first.",Property flooding Essex Close,"Flooding to Essex Close, Catterick Garrison",Property Impact,2012,August,EMERGENCY RESPONSE PROCEDURES MANUAL
20,Brough Beck at Catterick Village,8284,1.3,mALD,,"-1.740546,54.376326","Aug 2012 Approx. 15 properties flooded in Essex Close, Bedford
Close, Warwick Close and Rutland Close. The entire ground floor of two buildings
flooded in Catterick Garrison barracks. Properties flooded from surface water first.",Property flooding Bedford Close,"Flooding toproperty on Bedford Close, Catterick Garrison",Property Impact,2012,August,EMERGENCY RESPONSE PROCEDURES MANUAL
21,Brough Beck at Catterick Village,8284,1.3,mALD,,"-1.740441,54.375457","Aug 2012 Approx. 15 properties flooded in Essex Close, Bedford
Close, Warwick Close and Rutland Close. The entire ground floor of two buildings
flooded in Catterick Garrison barracks. Properties flooded from surface water first.",Property flooding Warwick Close,"Flooding to property on Warwick Close, Catterick Garrison",Property Impact,2012,August,EMERGENCY RESPONSE PROCEDURES MANUAL
22,Brough Beck at Catterick Village,8284,1.3,mALD,,"-1.740827,54.376219","Aug 2012 Approx. 15 properties flooded in Essex Close, Bedford
Close, Warwick Close and Rutland Close. The entire ground floor of two buildings
flooded in Catterick Garrison barracks. Properties flooded from surface water first.",Property flooding Rutland Close,"Flooding toproperty on Rutland Close, Catterick Garrison",Property Impact,2012,August,EMERGENCY RESPONSE PROCEDURES MANUAL
23,Brough Beck at Catterick Village,8284,1.611,mALD,,"-1.655616,54.387735","26 Sep 2012 - A1 closed at Catterick for 4 days
Surface water from agricultural land affected Gilling West and Catterick Garrison
",Flooding on A1,Flooding on A1 at Catterick,Road Impact,2012,September,EMERGENCY RESPONSE PROCEDURES MANUAL
24,Brough Beck at Catterick Village,8284,1.611,mALD,,"-1.732908,54.403595",23 roads closed in the Richmond area.,Flooding to roads Richmond,Flooding to roads in Richmond area,Road Impact,2012,September,EMERGENCY RESPONSE PROCEDURES MANUAL
25,Brough Beck at Catterick Village,8284,2.95,mALD,,"-1.386483,54.178475",1 Property flooded at Topcliffe and road flooding at Catterick Bridge,Property flooding Topcliffe,Flooding to property in Topcliffe,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
26,Brough Beck at Catterick Village,8284,2.95,mALD,,"-1.650383,54.389184,",1 Property flooded at Topcliffe and road flooding at Catterick Bridge,Flooding to roads Catterick Bridge,Flooding to roads in Catterick Bridge area,Road Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
27,Brough Beck at Catterick Village,8284,1.85,mALD,,"-1.633094,54.375551","Properties along Low Green and the High Street start to flood at
this level due to overtopping of the Low Green Embankment and
the Flood Gate on High Street.",Property flooding Low Green,"Flooding to property on Low Green, Catterick",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
28,Brough Beck at Catterick Village,8284,1.85,mALD,,"-1.629678,54.376197","Properties along Low Green and the High Street start to flood at
this level due to overtopping of the Low Green Embankment and
the Flood Gate on High Street.",Property flooding High Street,"Flooding to property on High Street, Catterick",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
44,Willow Beck at Romanby,8285,1.7,mALD,,"-1.452725,54.334130",Willow Beck at Romanby - Properties,Property flooding Romanby,Flooding to property at Romanby,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
59,Cod Beck at Thirsk,8287,1.986,mALD,"-1.341973,54.235258",,27-Nov-12,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL
60,Cod Beck at Thirsk,8287,2.068,mALD,,"-1.348741,54.258773",25 Nov 2012 - Heavy Flooding on A19 causing lane closure,Flooding on A19,Flooding on A19 at Thirsk,Road Impact,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL
61,Cod Beck at Thirsk,8287,2.313,mALD,,"-1.343762,54.235387",26 Sep 2012 - 23 Roads closed in the Thirsk area,Flooding to roads Thirsk,Flooding to roads in Thirsk area,Road Impact,2012,September,EMERGENCY RESPONSE PROCEDURES MANUAL
62,Cod Beck at Thirsk,8287,2.4,mALD,,"-1.341069,54.233964","Properties at Cod Beck at Thirsk - Riverside properties start to
flood at this level.",Flooding to Riverside,"Property flooding on Riverside, Thirsk",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
63,Cod Beck at Thirsk,8287,2.4,mALD,,"-1.339679,54.232916","The first property to flood is Seaburn Cottage (17A Finkle Street).
Also affected is the Three Tuns Public House and 1 and 3 Bridge
Street.",Property flooding Finkle Street,"Property flooding on Finkle Street, Thirsk",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
64,Cod Beck at Thirsk,8287,2.4,mALD,,"-1.341592,54.233667","The next properties to be affected will be 2-11 Riverside Mews
and properties on Todds Court and Waterside.",Property flooding Riverside Mews,"Property flooding on Riverside Mews, Thirsk",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
65,Cod Beck at Thirsk,8287,2.4,mALD,,"-1.340032,54.233780","The next properties to be affected will be 2-11 Riverside Mews
and properties on Todds Court and Waterside.",Property flooding Todds Court,"Property flooding on Todds Court, Thirsk",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
66,Cod Beck at Thirsk,8287,2.4,mALD,,"-1.341165,54.234247","The next properties to be affected will be 2-11 Riverside Mews
and properties on Todds Court and Waterside.",Property flooding Waterside,"Property flooding on Waterside, Thirsk",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
67,Cod Beck at Thirsk,8287,3.4,mALD,,"-1.339679,54.232916",Other properties along Finkle Street and 1-5 Riverside Mews in Thirsk start to flood at this level.,Property flooding Finkle Street,"Property flooding on Finkle Street, Thirsk",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
1120,River Hipper at Chesterfield Park Road Bridge,8295,1.28,mALD,"-1.430996,53.232965",,Peak Level - 16 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
1121,River Hipper at Chesterfield Park Road Bridge,8295,1.62,mALD,"-1.430996,53.232965",,Peak Level - August 2004,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2004,August,EMERGENCY RESPONSE PROCEDURES MANUAL
1122,River Hipper at Chesterfield Park Road Bridge,8295,1.81,mALD,"-1.430996,53.232965",,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
1123,River Hipper at Chesterfield Park Road Bridge,8295,1.92,mALD,"-1.430996,53.232965",,Peak Level - 25 November 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL
1124,River Hipper at Chesterfield Park Road Bridge,8295,2.8,mALD,"-1.430996,53.232965",,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
1125,River Hipper at Chesterfield Park Road Bridge,8295,1.95,mALD,,"-1.422606,53.235207","central chesterfield Properties begin to flood in this area when the gauge
records a level above 1.95m",Property flooding Chesterfield,Property flooding at Chesterfield (central),Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
1071,River Rother at Chesterfield Tapton Bridge,8296,1.87,mALD,"-1.420925,53.239901",,Peak Level - August 2004,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,,,EMERGENCY RESPONSE PROCEDURES MANUAL
1072,River Rother at Chesterfield Tapton Bridge,8296,1.92,mALD,"-1.420925,53.239901",,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
1073,River Rother at Chesterfield Tapton Bridge,8296,2.42,mALD,"-1.420925,53.239901",,Peak Level - 25 November 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL
1074,River Rother at Chesterfield Tapton Bridge,8296,3.09,mALD,"-1.420925,53.239901",,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
1075,River Rother at Chesterfield Tapton Bridge,8296,2.3,mALD,,"-1.416239,53.249300","tapton Properties begin to flood in this area when the Chesterfield
Tapton Bridge gauge records a level above 2.30m.",Property flooding Tapton,"Property flooding at Tapton, Chesterfield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
749,Blacup Beck at Cleckheaton Hightown Road,8297,0.4,mALD,"-1.715052,53.721955",,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL
750,Blacup Beck at Cleckheaton Hightown Road,8297,0.61,mALD,"-1.715052,53.721955",,Peak Level - 22 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL
751,Blacup Beck at Cleckheaton Hightown Road,8297,0.71,mALD,,"-1.706109,53.723479","cleckheaton Properties begin to flood in this area when the gauge records a
level above 0.71m.",Property flooding Cleckheaton,Property flooding at Cleckheaton,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
655,River Calder at Copley Bridge,8298,3.78,mALD,"-1.873488,53.697959",,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL
656,River Calder at Copley Bridge,8298,4.39,mALD,"-1.873488,53.697959",,Peak Level - 21 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
657,River Calder at Copley Bridge,8298,4.54,mALD,"-1.873488,53.697959",,Peak Level - 23 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL
658,River Calder at Copley Bridge,8298,5.34,mALD,"-1.873488,53.697959",,Peak Level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL
659,River Calder at Copley Bridge,8298,4.35,mALD,,"-1.872819,53.698349","copley Properties begin to flood in this area when the gauge records a
level above 4.35.",Property flooding Copley,"Property flooding at Copley, Halifax",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
660,River Calder at Copley Bridge,8298,5,mALD,,"-1.872819,53.698349","Flooding to properties in Copley Village. Flooding is from canal
overtopping. Copley Sewage Treatment Works also flooded at
this level.",Property flooding Copley village,"Property flooding at Copley village, Halifax",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
939,River Sheaf at Dore Twenty Well Lane,8299,0.91,mALD,"-1.516187,53.326618",,Peak Level - 15 January 2008,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2008,January,EMERGENCY RESPONSE PROCEDURES MANUAL
940,River Sheaf at Dore Twenty Well Lane,8299,1.06,mALD,"-1.516187,53.326618",,Peak Level - 25 August 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,August,EMERGENCY RESPONSE PROCEDURES MANUAL
941,River Sheaf at Dore Twenty Well Lane,8299,1.77,mALD,"-1.516187,53.326618",,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
942,River Sheaf at Dore Twenty Well Lane,8299,2.25,mALD,,"-1.515482,53.327669","Dore
Station Properties begin to flood in this area when the gauge records a
level above 2.25",Property flooding Dore train station,Property flooding at Dore train station,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
943,River Sheaf at Dore Twenty Well Lane,8299,2.7,mALD,,"-1.485231,53.352048","Abbeydale to Archer Road, Norton Hammer Properties begin to flood in this area when the gauge records a
level above 2.70.",Property flooding Norton Hammer,"Property flooding at Norton Hammer, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
944,River Sheaf at Dore Twenty Well Lane,8299,3.95,mALD,,"-1.513467,53.333346",A property on Abbeydale Road South will flood,Property flooding Abbeydale South,"Property flooding on Abbeydale South, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
1111,River Hipper at Holymoorside,8300,1.16,mALD,"-1.493093,53.219025",,Peak Level - 25 November 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL
841,Dean Bottom Beck at Kirkburton Riley Lane,8301,1.08,mALD,"-1.705229,53.60958",,Peak Level - 06 July 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,July,EMERGENCY RESPONSE PROCEDURES MANUAL
842,Dean Bottom Beck at Kirkburton Riley Lane,8301,1.22,mALD,"-1.705229,53.60958",,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL
752,Lands Beck at Liversedge Halifax Road,8302,0.49,mALD,"-1.690136,53.70985",,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL
753,Lands Beck at Liversedge Halifax Road,8302,0.62,mALD,"-1.690136,53.70985",,Peak Level - 22 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL
754,Lands Beck at Liversedge Halifax Road,8302,0.84,mALD,"-1.690136,53.70985",,Peak level - 12 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL
755,Lands Beck at Liversedge Halifax Road,8302,0.9,mALD,,"-1.636221,53.690989","wormald street Properties begin to flood in this area when the gauge records a
level above 0.90.",Property flooding Wormald Street,"Property flooding at Wormald Street, Dewsbury",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
513,River Worth at Oakworth Mytholmes Lane,8303,1.26,mALD,"-1.945702,53.840383",,Peak Level - 23 June 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,June,EMERGENCY RESPONSE PROCEDURES MANUAL
514,River Worth at Oakworth Mytholmes Lane,8303,1.27,mALD,"-1.945702,53.840383",,Peak Level 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL
515,River Worth at Oakworth Mytholmes Lane,8303,1.4,mALD,"-1.945702,53.840383",,Peak Level - 12 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL
516,River Worth at Oakworth Mytholmes Lane,8303,1.86,mALD,"-1.945702,53.840383",,Peak level - 26th December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL
517,River Worth at Oakworth Mytholmes Lane,8303,1.45,mALD,,"-1.963416,53.846578","Grey scar road Properties begin to flood in this area when the gauge records a
level above 1.45m.",Property flooding Grey Scar Road,"Property flooding Grey Scar Road, Keighley",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
518,River Worth at Oakworth Mytholmes Lane,8303,1.5,mALD,,"-1.949551,53.828878","Bridghouse lane Properties begin to flood in this area when the gauge records a
level above 1.5m.",Property flooding Bridghouse Lane,"Property flooding on Bridghouse Lane, Keighley",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
545,Wash Dike at Pontefract Wash Dike,8304,1.53,mALD,,"-1.286874,53.701187","Peak Level - June 2007 (screen clear, 6 properties flooded). Before channel
capacity increased by EA works.",Property flooding Pontefract,Property flooding at Pontefract,Property Impact,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
546,Wash Dike at Pontefract Wash Dike,8304,1.57,mALD,"-1.292918,53.699599",,"Peak Level - 23 June 2014 (0 properties flooded). After channel capacity increased
by EA works.",Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2014,June,EMERGENCY RESPONSE PROCEDURES MANUAL
547,Wash Dike at Pontefract Wash Dike,8304,1.72,mALD,,"-1.293600,53.699496","Peak Level - August 2004 (3 properties and several gardens flooded near Bondgate
Pontefract and Fishergate, Ferrybridge). Before channel capacity increased by EA
works.",Property flooding Bondgate  ,"Property flooding on Bondgate, Pontefract",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
548,Wash Dike at Pontefract Wash Dike,8304,1.77,mALD,,"-1.297417,53.696929","Peak Level - 8 July 2014 (2 properties flooded on Atkinson Lane). After channel
capacity increased by EA works.",Property flooding Atkinson Lane,"Property flooding on Atkinson Lane, Pontefract",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
549,Wash Dike at Pontefract Wash Dike,8304,1.84,mALD,,"-1.284269,53.700634","Peak Level - 8 August 2014 - Flooding to properties at Knottingley Road, Cavendish
Avenue and Beechcroft.",Property flooding Knottingley Road,"Property flooding on Knottingley Road, Pontefract",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
550,Wash Dike at Pontefract Wash Dike,8304,1.84,mALD,,"-1.302147,53.702644","Peak Level - 8 August 2014 - Flooding to properties at Knottingley Road, Cavendish
Avenue and Beechcroft.",Property flooding Cavendish Avenue,"Property flooding on Cavendish Avenue, Pontefract",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
551,Wash Dike at Pontefract Wash Dike,8304,1.84,mALD,,"-1.300674,53.701909","Peak Level - 8 August 2014 - Flooding to properties at Knottingley Road, Cavendish
Avenue and Beechcroft.",Property flooding Beech Croft,"Property flooding on Beech Croft, Pontefract",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
552,Wash Dike at Pontefract Wash Dike,8304,1.55,mALD,,"-1.286536,53.700827","Properties begin to flood when this gauge records a level above
1.55m",Property flooding Pontefract,Property flooding at Pontefract,Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
553,Wash Dike at Pontefract Wash Dike,8304,1.4,mALD,,"-1.287014,53.700278","Also by this stage, the A645 (Bondgate/Knottingley Road) is
expected to be flooded.",Flooding on A645,Flooing on A645,Road Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
574,River Calder at Portsmouth Lennox Road,8305,0.97,mALD,"-2.153506,53.732082",,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL
575,River Calder at Portsmouth Lennox Road,8305,1.15,mALD,"-2.153506,53.732082",,Peak level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL
576,River Calder at Portsmouth Lennox Road,8305,1.3,mALD,,"-2.141245,53.734825","River Calder at Cornholme, Lydgate and Todmorden High School Properties begin to flood in this area when the gauge records a
level above 1.30.",Property flooding Cornholme,"Property flooding at Cornholme, Todmorden",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
577,River Calder at Portsmouth Lennox Road,8305,1.3,mALD,,"-2.119924,53.725870","River Calder at Cornholme, Lydgate and Todmorden High School Properties begin to flood in this area when the gauge records a
level above 1.30.",Property flooding Lydgate,"Property flooding at Lydgate, Todmorden",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
578,River Calder at Portsmouth Lennox Road,8305,1.3,mALD,,"-2.116180,53.726116",Onset of flooding at Harley Wood,Flooding on Harley Wood,"Flooding on Harley Wood, Todmorden",Road Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
579,River Calder at Portsmouth Lennox Road,8305,1.67,mALD,,"-2.141245,53.734825",Flooding at Cornholme,Flooding in Cornholme,Flooding in Cornholme area,Location Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
531,Farnley Beck at Pudsey,8306,0.97,mALD,"-1.629518,53.79812",,Peak Level - 15 November 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,November,EMERGENCY RESPONSE PROCEDURES MANUAL
532,Farnley Beck at Pudsey,8306,1.12,mALD,"-1.629518,53.79812",,Peal Level - 24 September 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,September,EMERGENCY RESPONSE PROCEDURES MANUAL
533,Farnley Beck at Pudsey,8306,1.5,mALD,"-1.629518,53.79812",,Peak level - 26 December 2015,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2015,December,EMERGENCY RESPONSE PROCEDURES MANUAL
534,Farnley Beck at Pudsey,8306,1.25,mALD,,"-1.621213,53.794564","Butt Lane Properties begin to flood in this area when the gauge records a
level above 1.25m.",Property flooding Butt Lane,"Property flooding on Butt Lane, Pudsey",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
535,Farnley Beck at Pudsey,8306,1.25,mALD,,"-1.628893,53.798384","First property to flood is 217 Pudsey Road. (1 property)
At least 6 properties were flooded in June 2007.",Property flooding Pudsey Road,"Property flooding on Pudsey Road, Pudsey",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
945,River Sheaf at Sheffield Centenary Works,8308,0.61,mALD,"-1.484072,53.351517",,Peak Level - February 2002,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2002,February,EMERGENCY RESPONSE PROCEDURES MANUAL
946,River Sheaf at Sheffield Centenary Works,8308,1.11,mALD,"-1.484072,53.351517",,Peak Level - 25 November 2012,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2012,November,EMERGENCY RESPONSE PROCEDURES MANUAL
947,River Sheaf at Sheffield Centenary Works,8308,1.17,mALD,"-1.484072,53.351517",,Peak Level - Autumn 2000,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2000,,EMERGENCY RESPONSE PROCEDURES MANUAL
948,River Sheaf at Sheffield Centenary Works,8308,1.21,mALD,"-1.484072,53.351517",,Peak Level - 15 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
949,River Sheaf at Sheffield Centenary Works,8308,1.56,mALD,"-1.484072,53.351517",,Peak Level - 25 June 2007,Level recorded <<ObsFloodMonth>> <<ObsFloodYear>>,Level recorded here <<ObsFloodMonth>> <<ObsFloodYear>>,Historic,2007,June,EMERGENCY RESPONSE PROCEDURES MANUAL
950,River Sheaf at Sheffield Centenary Works,8308,1.71,mALD,,"-1.484780,53.354901","Coniston Road, Norton Hammer Properties begin to flood in this area when the gauge records a
level above 1.43",Property flooding Coniston Road,"Property flooding on Coniston Road, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
951,River Sheaf at Sheffield Centenary Works,8308,1.71,mALD,,"-1.472375,53.364355","Broadfield Road and London Road South Properties begin to flood in this area when the gauge records a
level above 1.71.",Property flooding London Road,"Property flooding on London Road, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
952,River Sheaf at Sheffield Centenary Works,8308,1.71,mALD,,"-1.477555,53.359586","Broadfield Road and London Road South Properties begin to flood in this area when the gauge records a
level above 1.71.",Property flooding Broadfield Road,"Property flooding on Broadfield Road, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
953,River Sheaf at Sheffield Centenary Works,8308,2,mALD,,"-1.475370,53.359872","Saxon
Road, Myrtle Bridge and Queens Road Retail Park Properties begin to flood in the flood warning areas above when
the gauge records a level above 2.00.",Property flooding Saxon Road,"Property flooding on Saxon Road, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
954,River Sheaf at Sheffield Centenary Works,8308,2,mALD,,"-1.468226,53.364537","Saxon
Road, Myrtle Bridge and Queens Road Retail Park Properties begin to flood in the flood warning areas above when
the gauge records a level above 2.00.",Property flooding Myrtle Bridge,"Property flooding at Myrtle Bridge, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
955,River Sheaf at Sheffield Centenary Works,8308,2.17,mALD,,"-1.477555,53.359586","Nether Edge end of Broadfield Road Properties begin to flood in this area when the gauge records a
level above 2.17.",Property flooding Broadfield Road,"Property flooding on Broadfield Road, Sheffield",Property Impact,,,EMERGENCY RESPONSE PROCEDURES MANUAL
